No.,storeNumber,countryCode,ownershipTypeCode,latitude,longitude,address,city,countrySubdivisionCode,postalCode,windowsTimeZoneId,GMT,GMT_region,Mon_open,Mon_close,Tue_open,Tue_close,Wed_open,Wed_close,Thu_open,Thu_close,Fri_open,Fri_close,Sat_open,Sat_close,Sun_open,Sun_close
1,74256-51879,US,LS,48.116035,-123.43481799999999,110 E 3rd St,port angeles,WA,983623010,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
2,79652-104215,US,LS,48.105707,-123.379985,2709 E. HIGHWAY 101,port angeles,WA,983628767,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
3,9940-96882,US,CO,48.077861,-123.12986200000002,1095 W. Washington Street,sequim,WA,983823306,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,16:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:30,05:00,20:00
4,74255-51779,US,LS,48.080661,-123.117224,680F W Washington,sequim,WA,983823264,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
5,64668-298098,US,LS,48.286608,-122.66150400000001,1450 SW Erie Street,oak harbor,WA,98277,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
6,3286-290340,US,CO,48.285758,-122.660583,31270 SR 20|Unit A-1,oak harbor,WA,98277,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:00,05:00,20:00,05:00,20:00
7,74882-99767,US,LS,48.289246999999996,-122.65901699999999,"31565 State Route 20, #1",oak harbor,WA,982773172,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:30,19:00,06:30,19:00,06:30,19:00,06:30,19:00,06:30,19:00,07:00,19:00,07:00,19:00
8,74267-130085,US,LS,48.108069,-122.782622,442 W Sims Way,port townsend,WA,983681811,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
9,13776-105935,US,CO,48.303055,-122.6472,32650 SR 20|A-107,oak harbor,WA,982772641,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30
10,3279-1869,US,CO,48.50783,-122.61283200000001,1720 Commercial Avenue|Fidalgo Square,anacortes,WA,982212325,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30
11,74770-75586,US,LS,48.512603000000006,-122.611899,911 11th St,anacortes,WA,982214131,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
12,79432-102666,US,LS,48.032334000000006,-122.758443,1890 Irondale Road,port hadlock-irondale,WA,983399582,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
13,76748-106267,US,LS,43.971610999999996,-75.96028100000001,21855 Towne Center Dr,watertown,NY,136015898,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
14,10609-101494,US,CO,43.976606,-75.946539,1242 Arsenal Street,watertown,NY,136012214,Eastern Standard Time,GMT-05:00,America/New_York,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00
15,47127-248044,US,LS,44.043566999999996,-75.807132,10730 Memorial Dr # B,fort drum,NY,13602,Eastern Standard Time,GMT-05:00,America/New_York,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,09:00,16:00,09:00,16:00
16,54612-286625,US,CO,48.995774,-122.75148300000001,530 Peace Portal Drive,blaine,WA,982304013,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
17,13422-103654,US,CO,48.934273,-122.48461299999998,8082 Guide Meridian Ave|101,lynden,WA,982649239,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:30,19:00,05:30,19:00
18,79585-104972,US,LS,48.934342,-122.48730900000001,8071 GUIDE MERIDIAN RD. #101,lynden,WA,982649236,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
19,354-280971,US,CO,48.798046,-122.486572,4303 Guide Meridian|101,bellingham,WA,982266475,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,19:30,05:00,19:30,05:00,19:30,05:00,19:30,05:00,20:00,05:00,20:00,05:00,19:30
20,23339-229084,US,LS,48.774454,-122.458501,1275 E Sunset Dr,bellingham,WA,98226,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
21,321-153984,US,CO,48.772326,-122.460877,1185 East Sunset Drive,bellingham,WA,982263508,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00
22,9378-94210,US,CO,48.78937,-122.508772,1031 W. Bakerview Rd,bellingham,WA,982269123,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,19:00,04:30,19:00,04:30,19:00,04:30,19:00,04:30,19:00,04:30,19:00,05:00,19:00
23,55354-288707,US,LS,48.843368,-122.58022700000001,1815 Main Street,ferndale,WA,98248,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
24,22386-78901,US,LS,48.788865,-122.511101,1225 W Bakerview Rd,bellingham,WA,982296219,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
25,75921-104040,US,LS,43.086574,-79.05935600000001,300 Third Street,niagara falls,NY,143031102,Eastern Standard Time,GMT-05:00,America/New_York,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00
26,19901-201424,US,CO,43.089616,-78.987782,6690 Niagara Falls Boulevard|100,niagara falls,NY,143042252,Eastern Standard Time,GMT-05:00,America/New_York,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,23:00,06:00,23:00,06:30,21:00
27,55159-141272,US,LS,43.089895,-78.979745,7414 Niagara Falls Blvd,niagara falls,NY,143041720,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
28,67255-300897,US,LS,43.171509,-79.031319,906 Center Street,lewiston,NY,14092,Eastern Standard Time,GMT-05:00,America/New_York,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
29,50060-272564,US,CO,43.036951,-78.82263499999999,3015 Niagara Falls Blvd.,amherst,NY,14228,Eastern Standard Time,GMT-05:00,America/New_York,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,06:00,22:00
30,55738-146006,US,LS,42.955524,-78.873949,2626 Delaware Ave,buffalo,NY,142161737,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
31,7799-63000,US,CO,42.957978999999995,-78.870023,2730 Delaware Avenue,buffalo,NY,142161146,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,06:00,19:00,06:00,19:00
32,7327-676,US,CO,43.00065,-78.82182399999999,1703 Niagara Falls Boulevard,amherst,NY,142282705,Eastern Standard Time,GMT-05:00,America/New_York,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00
33,59066-293192,US,LS,42.933857,-78.880107,1300 Elmwood Avenue,buffalo,NY,14222,Eastern Standard Time,GMT-05:00,America/New_York,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,18:00,12:00,17:00,12:00,17:00
34,76778-109264,US,LS,42.998434,-78.817544,1575 Niagara Falls Blvd,buffalo,NY,142282704,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
35,7381-1628,US,CO,42.922599,-78.876812,933 Elmwood Avenue,buffalo,NY,142221211,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,06:00,21:30,06:00,21:00
36,47843-257397,US,CO,42.98068,-78.815578,3186 Sheridan Drive|100,amherst,NY,142261907,Eastern Standard Time,GMT-05:00,America/New_York,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,06:00,21:00
37,7318-1048,US,CO,43.00178,-78.785352,520 Lee Entrance|The Commons - Buffalo University,buffalo,NY,142282567,Eastern Standard Time,GMT-05:00,America/New_York,06:30,21:30,06:30,21:30,06:30,21:30,06:30,21:30,06:30,21:30,07:00,21:30,07:00,21:30
38,54884-276118,US,LS,42.901086,-78.87366,620 DELAWARE,buffalo,NY,14202,Eastern Standard Time,GMT-05:00,America/New_York,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
39,7448-6486,US,CO,42.890814,-78.876239,235 Delaware Avenue,buffalo,NY,142022008,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:30,06:00,21:30,06:00,19:30
40,7340-283827,US,CO,42.960046000000006,-78.759974,5165 Main Street,williamsville,NY,14221,Eastern Standard Time,GMT-05:00,America/New_York,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,06:00,22:00,06:00,21:00
41,7938-95618,US,CO,42.977979,-78.734146,5395-5495 Sheridan Drive,amherst,NY,142213600,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,06:00,21:00,06:00,21:00
42,27530-244211,US,LS,42.9114,-78.772182,1750 Walden Avenue,cheektowaga,NY,14225,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
43,10750-102304,US,CO,43.032140000000005,-78.69720799999999,9660 Transit Road|101|Tops Transit Commons Shopping Ctr.,east amherst,NY,140511484,Eastern Standard Time,GMT-05:00,America/New_York,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,06:00,22:00,06:00,22:00
44,56246-288982,US,LS,42.995036999999996,-78.69905200000001,8290 Transit Rd,williamsville,NY,14221,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
45,7337-294144,US,CO,42.989108,-78.697648,8100 Transit Road|Suite 100,williamsville,NY,14221,Eastern Standard Time,GMT-05:00,America/New_York,05:30,20:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:30,05:30,21:30,06:00,21:00
46,23917-234085,US,CO,42.931492999999996,-78.727049,4255 Genesee St.|Suite 100,cheektowaga,NY,142251943,Eastern Standard Time,GMT-05:00,America/New_York,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
47,6225-283,US,CO,39.65278,-104.928197,5074 E. Hampden Avenue,denver,CO,802227329,Mountain Standard Time,GMT-07:00,America/Denver,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
48,11474-105326,US,CO,39.653634000000004,-104.915687,6395 E. Hampden Ave.,denver,CO,802227602,Mountain Standard Time,GMT-07:00,America/Denver,04:30,22:00,04:30,22:00,04:30,22:00,04:30,22:00,04:30,22:00,04:30,22:00,05:00,22:00
49,9193-151286,US,LS,39.651856,-104.91420600000001,6470 E Hampden Ave,denver,CO,802227605,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
50,79292-99564,US,LS,39.666546999999994,-104.93719399999999,2750 S Colorado Blvd,denver,CO,802226602,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
51,5434-872,US,CO,39.667559999999995,-104.93913,2700 S. Colorado Blvd.|University Hills Mall,denver,CO,802103506,Mountain Standard Time,GMT-07:00,America/Denver,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,05:00,21:00,05:00,19:30
52,74108-17656,US,LS,39.666502,-104.91443799999999,6460 East Yale Ave,denver,CO,802227156,Mountain Standard Time,GMT-07:00,America/Denver,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
53,65827-298125,US,LS,39.670842,-104.939029,2496 Colorado Blvd.,denver,CO,80222,Mountain Standard Time,GMT-07:00,America/Denver,,,,,,,,,,,,,,
54,18946-177247,US,LS,39.654477,-104.900136,7777 E. Hampden Ave,denver,CO,80231,Mountain Standard Time,GMT-07:00,America/Denver,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
55,15382-192845,US,LS,39.65374,-104.96050600000001,3495 S University Blvd.,englewood,CO,80113,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
56,6540-62379,US,CO,39.676393,-104.91323899999999,2223 S. Monaco Parkway|G100|Villa Monaco,denver,CO,802225893,Mountain Standard Time,GMT-07:00,America/Denver,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:30,19:30
57,6214-38,US,CO,39.679921,-104.95888799999999,2000 S. University|#B,denver,CO,802104367,Mountain Standard Time,GMT-07:00,America/Denver,04:30,20:30,04:30,20:30,04:30,20:30,04:30,20:30,04:30,20:30,05:00,20:30,05:00,20:30
58,74254-65021,US,LS,39.687131,-104.942187,1653 S Colorado Blvd,denver,CO,802201055,Mountain Standard Time,GMT-07:00,America/Denver,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
59,65178-292097,US,LS,39.678712,-104.963874,2055 E. Evans Avenue,denver,CO,80210,Mountain Standard Time,GMT-07:00,America/Denver,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,10:00,22:00,10:00,22:00
60,5722-8007,US,CO,39.623191999999996,-104.897204,8000 E Belleview|Suite B10|Denver Tech Center,greenwood village,CO,801112660,Mountain Standard Time,GMT-07:00,America/Denver,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:30,19:30,05:30,19:30
61,74105-23807,US,LS,39.677569,-104.97233600000001,2150 S Downing,denver,CO,802104528,Mountain Standard Time,GMT-07:00,America/Denver,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
62,11034-104012,US,CO,39.653424,-104.872926,9925 East Hampden Ave,denver,CO,802314903,Mountain Standard Time,GMT-07:00,America/Denver,05:00,19:30,05:00,19:30,05:00,19:30,05:00,19:30,05:00,19:30,05:30,19:30,05:30,19:30
63,8916-95345,US,CO,39.694355,-104.94100800000001,1233 S. Colorado Blvd,denver,CO,802462902,Mountain Standard Time,GMT-07:00,America/Denver,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,05:00,20:00,04:30,20:00
64,75001-29516,US,LS,39.626399,-104.88448000000001,4910 S. Yosemite,greenwood village,CO,801111383,Mountain Standard Time,GMT-07:00,America/Denver,05:00,18:00,05:00,18:00,05:00,18:00,05:00,18:00,05:00,18:00,05:00,18:00,05:00,18:00
65,74791-99277,US,LS,39.651821000000005,-104.98430900000001,201 E Jefferson Ave,englewood,CO,801133726,Mountain Standard Time,GMT-07:00,America/Denver,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
66,252-145,US,CO,39.625723,-104.88345600000001,4920 S Yosemite|Ste C7,greenwood village,CO,801111351,Mountain Standard Time,GMT-07:00,America/Denver,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,18:00
67,75005-82269,US,LS,39.607828999999995,-104.920775,6000 S Holly,greenwood village,CO,801114251,Mountain Standard Time,GMT-07:00,America/Denver,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
68,10674-100914,US,CO,39.664268,-104.987222,2896 S Broadway,englewood,CO,801131525,Mountain Standard Time,GMT-07:00,America/Denver,04:30,19:30,04:30,19:30,04:30,19:30,04:30,19:30,04:30,19:30,04:30,19:30,05:00,19:00
69,22796-224831,US,LS,39.655823999999996,-104.989079,101 Englewood Pkwy,englewood,CO,80110,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
70,11476-105389,US,CO,39.638845,-104.987443,4298 S. Broadway,englewood,CO,801134635,Mountain Standard Time,GMT-07:00,America/Denver,04:30,20:00,04:30,17:00,04:30,20:00,04:30,20:00,04:30,20:30,05:30,20:30,05:30,20:30
71,239-191,US,CO,39.608801,-104.957378,5910 South University Blvd.|#D-3,littleton,CO,801212800,Mountain Standard Time,GMT-07:00,America/Denver,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:30,18:30,05:30,18:30
72,14072-107931,US,CO,39.674371,-104.86963700000001,2300 S. Parker Rd|A,aurora,CO,802315923,Mountain Standard Time,GMT-07:00,America/Denver,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30
73,6776-78625,US,CO,39.610054999999996,-104.88940600000001,8745 E. Orchard Road|510,greenwood village,CO,801115025,Mountain Standard Time,GMT-07:00,America/Denver,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,06:30,15:00,06:30,15:00
74,5440-1319,US,CO,39.707073,-104.920511,5835 Leetsdale Drive,denver,CO,802241222,Mountain Standard Time,GMT-07:00,America/Denver,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00
75,12848-95170,US,LS,39.70797,-104.93297199999999,4600 Leetsdale Dr,glendale,CO,802461311,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
76,76123-78584,US,LS,39.708396,-104.93701899999999,4301 E Virginia Ave,glendale,CO,802461595,Mountain Standard Time,GMT-07:00,America/Denver,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
77,56592-289447,US,CO,39.70897,-104.940068,410 S Colorado Blvd,glendale,CO,802461207,Mountain Standard Time,GMT-07:00,America/Denver,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
78,74351-83241,US,LS,39.686147,-104.868048,1677 S Havana,aurora,CO,800125007,Mountain Standard Time,GMT-07:00,America/Denver,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
79,55858-288763,US,LS,39.602298,-104.89171999999999,6350 S Fiddlers Green Circle,greenwood village,CO,80111,Mountain Standard Time,GMT-07:00,America/Denver,07:00,15:00,07:00,15:00,07:00,15:00,07:00,15:00,07:00,15:00,Closed,Closed,Closed,Closed
80,10864-103214,US,CO,39.593968,-104.92858600000001,5070 Arapahoe Road,centennial,CO,801224814,Mountain Standard Time,GMT-07:00,America/Denver,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,06:30,18:00
81,74140-17674,US,LS,39.596035,-104.903476,7375 E Arapahoe Road,englewood,CO,801121305,Mountain Standard Time,GMT-07:00,America/Denver,06:00,16:00,06:00,16:00,06:00,16:00,06:00,16:00,06:00,16:00,06:00,16:00,06:00,16:00
82,10114-93216,US,CO,39.659983000000004,-104.850223,3128 S. Parker Road,aurora,CO,800143110,Mountain Standard Time,GMT-07:00,America/Denver,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00
83,5294-175247,US,CO,39.691713,-104.86530900000001,1402 S. Havana St.|Gardens in Havana,aurora,CO,800124014,Mountain Standard Time,GMT-07:00,America/Denver,04:30,23:00,04:30,23:00,04:30,23:00,04:30,23:00,04:30,23:00,04:30,23:00,04:30,23:00
84,76895-121624,US,LS,39.653071999999995,-105.009069,3650 Riverpoint Pkwy,sheridan,CO,80110,Mountain Standard Time,GMT-07:00,America/Denver,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
85,20276-203488,US,LS,39.612291,-104.989622,100 W Littleton Blvd,littleton,CO,80120,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
86,60662-237757,US,LS,39.690988,-104.863476,1400 S Havana St,aurora,CO,800124014,Mountain Standard Time,GMT-07:00,America/Denver,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
87,6618-69880,US,CO,39.693731,-104.99274,1285 S Santa Fe Drive,denver,CO,802233214,Mountain Standard Time,GMT-07:00,America/Denver,05:00,19:00,05:00,17:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00
88,19695-165566,US,CO,39.652805,-105.012951,3500 A River Point Parkway,sheridan,CO,801103306,Mountain Standard Time,GMT-07:00,America/Denver,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,05:00,20:00,05:00,20:00
89,59453-266985,US,LS,39.659402,-104.84373000000001,225 and Parker Road,aurora,CO,80014,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
90,8971-94801,US,CO,39.711244,-104.97298500000001,1209 East Alameda Ave,denver,CO,802092420,Mountain Standard Time,GMT-07:00,America/Denver,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:30,18:30
91,17748-173944,US,CO,39.595607,-104.88033999999999,9301 East Arapahoe Rd,greenwood village,CO,801123606,Mountain Standard Time,GMT-07:00,America/Denver,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
92,76165-93492,US,LS,39.593246,-104.881849,6767 S Clinton St,englewood,CO,801123617,Mountain Standard Time,GMT-07:00,America/Denver,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
93,253-136,US,CO,39.719538,-104.953198,200 Fillmore Street,denver,CO,802065028,Mountain Standard Time,GMT-07:00,America/Denver,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,21:00,05:30,20:00
94,10862-103208,US,CO,39.720624,-104.903199,200 Quebec St.,denver,CO,802307144,Mountain Standard Time,GMT-07:00,America/Denver,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00
95,73566-81441,US,LS,39.720661,-104.90117099999999,200 Quebec St|#400,denver,CO,802307145,Mountain Standard Time,GMT-07:00,America/Denver,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
96,10351-266964,US,CO,39.707378999999996,-104.987376,500 S Broadway,denver,CO,802094002,Mountain Standard Time,GMT-07:00,America/Denver,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:30,19:00,05:30,19:00
97,76134-92543,US,LS,35.966583,-78.958499,4037 Chapel Hill Blvd,durham,NC,277072516,Eastern Standard Time,GMT-05:00,America/New_York,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
98,25714-242145,US,CO,35.969928,-78.959916,4010 Durham Chapel Hill Boulevard,durham,NC,277072425,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:30,05:30,21:30,05:30,19:00,05:30,21:30,05:30,21:30,06:00,21:30,06:00,21:30
99,27920-248749,US,LS,35.960771,-78.958212,1817 Martin Luther King Pkwy,durham,NC,27707,Eastern Standard Time,GMT-05:00,America/New_York,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
100,9715-97673,US,CO,35.954334,-78.99395600000001,5319 New Hope Commons Dr|Suite 105,durham,NC,277079610,Eastern Standard Time,GMT-05:00,America/New_York,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,19:00
101,8171-132784,US,LS,36.007081,-78.937719,2301 Erwin Rd,durham,NC,277054699,Eastern Standard Time,GMT-05:00,America/New_York,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00
102,73929-108099,US,LS,35.918290999999996,-78.958331,1125 West North Carolina 54 Hwy,durham,NC,277075715,Eastern Standard Time,GMT-05:00,America/New_York,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
103,60484-147687,US,LS,35.974393,-78.898444,1801 Fayetteville St.,durham,NC,277014568,Eastern Standard Time,GMT-05:00,America/New_York,07:30,23:00,07:30,23:00,07:30,23:00,07:30,23:00,07:30,17:00,12:00,17:00,14:00,23:00
104,62602-296289,US,CO,36.008062,-78.922046,706 Ninth Street|B,durham,NC,27705,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00
105,19542-170046,US,LS,36.010032,-78.924312,2107 Hillborough Rd,durham,NC,27705,Eastern Standard Time,GMT-05:00,America/New_York,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
106,59272-292602,US,LS,36.019925,-78.947801,3457 Hillsborough Rd.,durham,NC,27705,Eastern Standard Time,GMT-05:00,America/New_York,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
